所在吧	回复对象	回复内容	回复时间	贴子链接
最爱春雷	（三十三）裂变中的链式反应是错误的（原创）	回复 @ :核临界事故就是证明！	2022年10月02日 12时07分38秒	https://tieba.baidu.com/p/8047472786?fid=27779526&pid=145683563981&cid=0#145683186283
最爱春雷	（三十三）裂变中的链式反应是错误的（原创）	核临界事故是电磁粒子的电磁力解体时产生的辐射现象。	2022年10月02日 10时12分18秒	https://tieba.baidu.com/p/8047472786?fid=27779526&pid=145683563981&cid=0#145682229960
最爱春雷	雷绍武为什么变得越来越自负和偏执？	楼主能不能举例子出来看看：雷绍武什么时候，在哪里动不动就开骂了？不允许别人批评，不允许别人质疑了？ 楼主能不能举例子说说：别人是怎样批评的？怎样质疑的？我是怎样骂人的？	2022年10月02日 12时50分01秒	https://tieba.baidu.com/p/8052986204?fid=27779526&pid=145683542980&cid=0#145683542980
最爱春雷	庆祝国庆	有无文化应该都能够明白！你不能明白吗？	2022年10月02日 12时04分04秒	https://tieba.baidu.com/p/8053721060?fid=27779526&pid=145683157482&cid=0#145683157482
最爱春雷	庆祝国庆	谢谢支持！	2022年10月02日 12时01分57秒	https://tieba.baidu.com/p/8053721060?fid=27779526&pid=145683157482&cid=0#145683140606
最爱春雷	庆祝国庆	谢谢！	2022年10月01日 15时36分33秒	https://tieba.baidu.com/p/8053721060?fid=27779526&pid=145683157482&cid=0#145674696245
最爱春雷	庆祝国庆	谢谢！	2022年10月01日 15时35分59秒	https://tieba.baidu.com/p/8053721060?fid=27779526&pid=145683157482&cid=0#145674691646
最爱春雷	庆祝国庆	谢谢支持！	2022年10月01日 15时34分50秒	https://tieba.baidu.com/p/8053721060?fid=27779526&pid=145683157482&cid=0#145674682376
最爱春雷	庆祝国庆	大家快乐！	2022年10月01日 15时34分21秒	https://tieba.baidu.com/p/8053721060?fid=27779526&pid=145683157482&cid=0#145674678561
最爱春雷	雷氏数学的错误	回复 @ :哪里错误了？	2022年10月02日 11时59分29秒	https://tieba.baidu.com/p/8054710422?fid=27779526&pid=145683121140&cid=0#145683121140
最爱春雷	雷氏数学的错误	慢慢去理解！	2022年10月02日 09时54分45秒	https://tieba.baidu.com/p/8054710422?fid=27779526&pid=145683121140&cid=0#145682092323
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	无知不可怕！可怕的是无德无赖！	2022年10月02日 11时58分41秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145683114720&cid=0#145683114720
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	谢谢理解肯定！	2022年10月02日 11时57分40秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145683114720&cid=0#145683106738
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	所谓的留下来的核污染是电磁粒子对其他物质分子的破坏现象。	2022年10月02日 11时57分04秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145683114720&cid=0#145683102007
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	谢谢理解肯定！	2022年10月02日 11时52分35秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145683114720&cid=0#145683065965
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	谢谢理解肯定支持！	2022年10月02日 11时51分49秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145683114720&cid=0#145683059836
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	所谓的原子弹爆炸后的核辐射，是部分电磁粒子的继续辐射。	2022年10月02日 11时51分20秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145683114720&cid=0#145683055809
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	原子弹是劳动人民造出来的。不是管科理论制造的。管科就像原始人不知道钻木取火的原因一样。是错误的 ，	2022年10月02日 11时48分56秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145683114720&cid=0#145683035732
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	回复 @ :我只和人交流！	2022年10月02日 11时37分22秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145683114720&cid=0#145682939876
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	我说过倒数问题吗？倒数是用来干什么的？	2022年10月02日 10时16分14秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145683114720&cid=0#145682262164
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	1没有倒数！	2022年10月02日 10时16分01秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145683114720&cid=0#145682260291
最爱春雷	（三十四）聚变理论的错误（原创）	看35的解答。	2022年10月02日 09时52分00秒	https://tieba.baidu.com/p/8054387501?fid=27779526&pid=145682071264&cid=0#145682071264
最爱春雷	（三十四）聚变理论的错误（原创）	谢谢理解肯定支持！	2022年10月02日 09时51分23秒	https://tieba.baidu.com/p/8054387501?fid=27779526&pid=145682071264&cid=0#145682066490
最爱春雷	（三十四）聚变理论的错误（原创）	哪一条是愚蠢谬论？为什么？	2022年10月02日 08时14分19秒	https://tieba.baidu.com/p/8054387501?fid=27779526&pid=145682071264&cid=0#145681368184
最爱春雷	（三十四）聚变理论的错误（原创）	谢谢支持理解肯定！	2022年10月01日 15时39分57秒	https://tieba.baidu.com/p/8054387501?fid=27779526&pid=145682071264&cid=0#145674723701
最爱春雷	运动力公式和电磁粒子的实验在哪里？	你们永远都不会明白！ 只能无知无赖的纠缠！	2022年10月02日 09时50分17秒	https://tieba.baidu.com/p/8056077982?fid=27779526&pid=145682058105&cid=0#145682058105
最爱春雷	关于雷氏数学的再讨论	回复 @ :这是我应该问你的问题？	2022年10月01日 15时51分30秒	https://tieba.baidu.com/p/8053992527?fid=27779526&pid=145674818749&cid=0#145674818749
最爱春雷	关于雷氏数学的再讨论	回复 @ :什么意思啊！	2022年10月01日 15时46分28秒	https://tieba.baidu.com/p/8053992527?fid=27779526&pid=145674818749&cid=0#145674777699
最爱春雷	雷老师被剽窃了	谢谢理解！	2022年10月01日 15时39分07秒	https://tieba.baidu.com/p/8054391081?fid=27779526&pid=145674716857&cid=0#145674716857
最爱春雷	庆祝国庆	谢谢！	2022年10月01日 15时33分46秒	https://tieba.baidu.com/p/8053721060?fid=27779526&pid=145674673823&cid=0#145674673823
最爱春雷	庆祝国庆	谢谢1	2022年10月01日 15时33分30秒	https://tieba.baidu.com/p/8053721060?fid=27779526&pid=145674673823&cid=0#145674671560
最爱春雷	庆祝国庆	谢谢！	2022年10月01日 15时33分01秒	https://tieba.baidu.com/p/8053721060?fid=27779526&pid=145674673823&cid=0#145674667629
最爱春雷	庆祝国庆	谢谢！	2022年10月01日 15时32分41秒	https://tieba.baidu.com/p/8053721060?fid=27779526&pid=145674673823&cid=0#145674665013
最爱春雷	庆祝国庆	谢谢！	2022年10月01日 15时32分01秒	https://tieba.baidu.com/p/8053721060?fid=27779526&pid=145674673823&cid=0#145674659511
最爱春雷	庆祝国庆	谢谢支持！	2022年10月01日 15时31分10秒	https://tieba.baidu.com/p/8053721060?fid=27779526&pid=145674673823&cid=0#145674652489
最爱春雷	庆祝国庆	谢谢！	2022年10月01日 15时30分51秒	https://tieba.baidu.com/p/8053721060?fid=27779526&pid=145674673823&cid=0#145674649928
最爱春雷	庆祝国庆	谢谢支持！	2022年10月01日 15时30分13秒	https://tieba.baidu.com/p/8053721060?fid=27779526&pid=145674673823&cid=0#145674644689
最爱春雷	庆祝国庆	谢谢！	2022年10月01日 15时29分55秒	https://tieba.baidu.com/p/8053721060?fid=27779526&pid=145674673823&cid=0#145674641981
最爱春雷	庆祝国庆	谢谢您的支持1	2022年10月01日 15时28分36秒	https://tieba.baidu.com/p/8053721060?fid=27779526&pid=145674673823&cid=0#145674631052
最爱春雷	关于雷氏数学的再讨论	回复 @ :1×0＝1不x。1就是1，哪里来的1有倒数呢？	2022年10月01日 14时57分51秒	https://tieba.baidu.com/p/8053992527?fid=27779526&pid=145674378102&cid=0#145674378102
最爱春雷	关于雷氏数学的再讨论	0不是数，在数轴只表示数字的起点位置。 任何数×0等于任何数。 1=1.为什么有两个倒数？ 0是什么都没有。哪里来的倒数呢？	2022年10月01日 13时56分15秒	https://tieba.baidu.com/p/8053992527?fid=27779526&pid=145674378102&cid=0#145673891387
最爱春雷	咏雷一首 四无歌	谢谢楼主！ 改动起来有些麻烦啊。	2022年10月01日 13时50分16秒	https://tieba.baidu.com/p/8052794405?fid=27779526&pid=145673844304&cid=0#145673844304
最爱春雷	雷老师知者不惑	谢谢楼主的解释，理解和肯定！	2022年10月01日 13时44分53秒	https://tieba.baidu.com/p/8053853990?fid=27779526&pid=145673801240&cid=0#145673801240
最爱春雷	为什么没有中熊猫	大熊猫，小熊猫，是根据熊猫的品种分类命名的。从体型分，每一种熊猫都有大中小。	2022年10月01日 13时41分47秒	https://tieba.baidu.com/p/8054011832?fid=27779526&pid=145673776135&cid=0#145673776135
最爱春雷	请教雷老师折断意大利面的问题	回复 @ :无知无德表现！不知道因为物质的粘接力小，没有韧性，轻微受力就容易破碎，断裂成几节都很正常。	2022年10月01日 13时34分40秒	https://tieba.baidu.com/p/8053954775?fid=27779526&pid=145673718497&cid=0#145673718497
最爱春雷	请教雷老师折断意大利面的问题	物质分子之间的粘接力太小，没有韧性，容易破碎和断裂。	2022年10月01日 12时59分03秒	https://tieba.baidu.com/p/8053954775?fid=27779526&pid=145673718497&cid=0#145673428618
最爱春雷	一个人陷入沼泽，能拉自己的头发把自己拉出来吗？	回复 @ :那是无知！！你也一样！	2022年09月30日 10时46分24秒	https://tieba.baidu.com/p/8050378700?fid=27779526&pid=145661788838&cid=0#145661788838
最爱春雷	一个人陷入沼泽，能拉自己的头发把自己拉出来吗？	楼主等人无知！ 一个人陷入沼泽，只要别人的拉力大于你的体重， 就能把你拉出来。有智商明白？ 一个人陷入沼泽，只要手击拍沼泽的运动力大于下沉的力， 就能自己把自己拉出来。有智商明白？	2022年09月30日 09时22分35秒	https://tieba.baidu.com/p/8050378700?fid=27779526&pid=145661788838&cid=0#145661019677
最爱春雷	有一个提议	谢谢楼主！	2022年09月30日 10时44分31秒	https://tieba.baidu.com/p/8051435062?fid=27779526&pid=145661770750&cid=0#145661770750
最爱春雷	雷天使我爱你！	谢谢理解肯定！勇敢去传播真理！	2022年09月30日 10时20分06秒	https://tieba.baidu.com/p/8050095598?fid=27779526&pid=145661542257&cid=0#145661542257
最爱春雷	咏雷一首 几回秋	谢谢楼主！已经收录。	2022年09月30日 10时14分38秒	https://tieba.baidu.com/p/8021044204?fid=27779526&pid=145661491865&cid=0#145661491865
最爱春雷	这是否是根据雷氏数学发展出的实际应用？	五欧元一根木柴！买不买，价格不变。 买就给五欧元一根。不买就不给。非常正确！	2022年09月30日 09时30分49秒	https://tieba.baidu.com/p/8051184206?fid=27779526&pid=145661091811&cid=0#145661091811
最爱春雷	扫雷·八二六	垃圾人渣多多献丑！	2022年09月30日 09时24分32秒	https://tieba.baidu.com/p/8050701874?fid=27779526&pid=145661036591&cid=0#145661036591
最爱春雷	（十）用《雷氏创新理论》取代传统化肥（原创）	谢谢层主理解肯定！	2022年09月29日 15时31分04秒	https://tieba.baidu.com/p/8048801925?fid=27779526&pid=145653418939&cid=0#145653418939
物理理论	（三十一）再论原子理论的错误（原创）	回复 @ :原子波粒二象性的示意图在哪里？不懂装懂！厚颜无耻！	2022年09月29日 13时34分59秒	https://tieba.baidu.com/p/8036365199?fid=923873&pid=145652352002&cid=0#145652352002
物理理论	（三十三）裂变中的链式反应是错误的（原创）	不和无知无德无赖争论！	2022年09月29日 13时31分35秒	https://tieba.baidu.com/p/8047472037?fid=923873&pid=145652322408&cid=0#145652322408
最爱春雷	咏雷 · 一六二一	篡改了哪一个汉字？这就是层主无知无德表现！	2022年09月29日 13时24分58秒	https://tieba.baidu.com/p/8043683048?fid=27779526&pid=145652263498&cid=0#145652263498
最爱春雷	咏雷一首。	谢谢楼主！	2022年09月29日 13时20分41秒	https://tieba.baidu.com/p/8048589243?fid=27779526&pid=145652225082&cid=0#145652225082
最爱春雷	雷老师，用运动力理论能解决这道题吗	回复 @ :看不懂我的回答吗？	2022年09月29日 13时18分06秒	https://tieba.baidu.com/p/8046839836?fid=27779526&pid=145652201675&cid=0#145652201675
最爱春雷	雷老师，用运动力理论能解决这道题吗	回复 @ :谢谢理解肯定！	2022年09月28日 15时33分40秒	https://tieba.baidu.com/p/8046839836?fid=27779526&pid=145652201675&cid=0#145642546430
最爱春雷	（三十三）裂变中的链式反应是错误的（原创）	说得对！谢谢理解肯定！	2022年09月29日 13时16分35秒	https://tieba.baidu.com/p/8047472786?fid=27779526&pid=145652188041&cid=0#145652188041
最爱春雷	（三十三）裂变中的链式反应是错误的（原创）	回复 @ :会这么无知吗？	2022年09月29日 08时42分39秒	https://tieba.baidu.com/p/8047472786?fid=27779526&pid=145652188041&cid=0#145649690099
最爱春雷	（三十三）裂变中的链式反应是错误的（原创）	一个原子可以打碎变成几个原子吗？层主已经不具备正常人的智商了！	2022年09月29日 07时49分10秒	https://tieba.baidu.com/p/8047472786?fid=27779526&pid=145652188041&cid=0#145649312348
最爱春雷	（三十三）裂变中的链式反应是错误的（原创）	慢慢去认认真真思考！	2022年09月29日 07时47分22秒	https://tieba.baidu.com/p/8047472786?fid=27779526&pid=145652188041&cid=0#145649301070
